statename,statecode,territory,year,mdcdenroll,hmoenroll,percenthmo,gdp,respop,gdpcapita,fmap,numpoor,povrate,payshare,totmdcd,totschip,m_pov120134,m_pov135175,m_abortions,m_allcareeld,m_clinicserv,m_coinsurance,m_community,m_dental,m_drugrebnatl,m_drugrebstate,m_emergency,m_epsdt,m_fedhealthcenter,m_homecommun,m_homecommuneld,m_homehealthserv,m_hospice,m_inpatientdsh,m_inpatientreg,m_interprivate,m_interpublic,m_labrad,m_mdcdcoin,m_mdcdgroup,m_mdcdmco,m_mdcdphp,m_mdcdother,m_mdcrparta,m_mdcrpartb,m_mentaldsh,m_mentalreg,m_nursfacserv,m_otherserv,m_otherprac,m_outpatienthosp,m_personalserv,m_physserv,m_prepaidamb,m_prepaidinp,m_rx,m_primcasemgmt,m_rural,m_steril,m_targetcasemgmt,mb_balance,mc_collections,mt_totnetexp,a_appmmisin,a_appmmisprive,a_dur,a_enrollbrok,a_extrev,a_famplan,a_immigstat,a_mechsysin,a_mechsyspriv,a_mmisdrug,a_mmisin,a_mmispriv,a_nursetrain,a_otherfnclpart,a_outstndelig,a_peerrevorg,a_preadmscreen,a_resrev,a_skilledprof,a_tanfbase,a_tanfsec75,a_tanfsec90,a_tplaor,a_tplrecov,ab_balance,ac_collections,at_totnetexp,c_abortions,c_casemgmt,c_clinicserv,c_dental,c_drugrebnatl,c_drugrebstate,c_famplan,c_homecommun,c_homehealth,c_hospice,c_inpatientdsh,c_inpatientreg,c_mentaldsh,c_mentalreg,c_labrad,c_mepequip,c_medtrans,c_mdcrpay,c_nurscareservices,c_otherprac,c_otherserv,c_outpatienthosp,c_outpatientmental,c_physsurg,c_premover150csoff,c_premover150grosspd,c_premupto150csoff,c_premupto150grosspd,c_rx,c_screenserv,c_therapyserv,c_visionserv,cb_balance,cc_collections,ct_totnetexp,s_abortions,s_admin,s_casemgmt,s_clinicserv,s_dental,s_famplan,s_homecommun,s_homehealth,s_hospice,s_inpatient,s_mental,s_labrad,s_mepequip,s_medtrans,s_nurscareservices,s_otherprac,s_otherserv,s_outpatienthosp,s_outpatientmental,s_outreach,s_physsurg,s_premover150csoff,s_premover150grosspd,s_premupto150csoff,s_premupto150grosspd,s_rx,s_reserved,s_screenserv,s_therapyserv,s_visionserv,sb_balance,sc_collections,st_totnetexp,t_pov120134,t_pov135175,t_abortions,t_allcareeld,t_clinicserv,t_coinsurance,t_community,t_dental,t_drugrebnatl,t_drugrebstate,t_emergency,t_epsdt,t_fedhealthcenter,t_homecommun,t_homecommuneld,t_homehealthserv,t_hospice,t_inpatientdsh,t_inpatientreg,t_interprivate,t_interpublic,t_labrad,t_mdcdcoin,t_mdcdgroup,t_mdcdmco,t_mdcdphp,t_mdcdother,t_mdcrparta,t_mdcrpartb,t_mentaldsh,t_mentalreg,t_nursfacserv,t_otherserv,t_otherprac,t_outpatienthosp,t_personalserv,t_physserv,t_prepaidamb,t_prepaidinp,t_rx,t_primcasemgmt,t_rural,t_steril,t_targetcasemgmt,tt_totnetexp,_merge
Arkansas,4,0,1994,NA,NA,NA,50179000000,2494019,20119.73445270465,74.46,369000,0.15285832642916322,3,1107074349,NA,0,0,1821,0,69297848,0,0,6977028,-16245148,0,0,8336823,2087247,19438100,0,6770027,0,5841993,183414581,11979783,82207124,10362223,0,0,0,0,6237,13069254,30822451,0,51490792,272510223,40158545,8152299,27808275,52396051,101574715,NA,NA,84136365,0,1713153,980840,1651927,1076940577,-10452647,1066487930,563360,7079443,0,0,0,0,0,0,0,0,0,0,1173642,27104075,745926,1361759,225915,396225,1891030,0,0,0,12961,32083,NA,NA,40586419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
California,5,0,1994,NA,NA,NA,862481000000,31484435,27393.885264258355,50,5658000,0.17866051975117622,3,16116264361,NA,0,0,0,0,64363511,0,4037722,654370652,-203172228,-33074549,0,101650941,166582084,295957125,0,22445855,26023740,2014161350,3359569989,192075685,390356297,119058982,0,1821254,0,0,903990404,85052049,358279588,0,544985845,2038221716,233681713,117621036,501558807,497372762,994512333,NA,NA,1234259397,0,127551643,0,67114490,14880430193,-293169126,14587261067,-1443467,75914591,0,0,0,0,3304453,22163968,12766893,0,159995,932286,0,1254842293,0,0,335230,0,159687629,0,0,0,0,339423,NA,NA,1529003294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Colorado,6,0,1994,NA,NA,NA,100434000000,3724168,26968.171145877415,54.3,335000,0.08966809421841541,3,1150826586,NA,0,0,618,0,35802752,0,1443372,5149223,-14206038,0,0,4727729,14906923,110153848,0,12478804,2097770,109815421,245544136,9055666,29817228,8969503,0,147839,0,0,34255710,2005231,17733246,442105,20177837,238961320,28361547,0,50299019,0,73748729,NA,NA,71830455,0,548947,3049995,2495586,1119814521,-8328972,1111485549,1141049,8155124,240358,0,0,0,2863,0,0,0,0,517441,218665,24931442,2658,2464333,267270,697480,702354,0,0,0,0,0,NA,NA,39341037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Connecticut,7,0,1994,NA,NA,NA,111171000000,3316121,33524.40999589581,50,344000,0.10776942355889724,3,2408166038,NA,0,0,0,0,35493836,78672594,0,18032362,-20967583,0,0,5292613,0,162702378,0,62220408,0,287633000,279383096,44453087,135251042,4663394,0,0,0,0,0,0,23423502,121300000,31800666,767791224,22624171,8837756,106968366,0,62320383,NA,NA,120725525,0,6641,2734753,12395379,2373758593,-70124532,2303634061,20950,8827370,168798,0,0,0,0,5095976,1250059,0,440331,429694,98316,84649338,0,0,223438,1012363,2315344,0,0,0,0,0,NA,NA,104531977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Delaware,8,0,1994,NA,NA,NA,25128000000,717545,35019.40644837606,50,57000,0.08370044052863436,3,295828390,NA,0,0,0,0,2142296,0,0,796255,-3272275,0,0,14738788,601768,13720193,0,13256446,576695,0,54127773,0,27269884,2104937,0,0,0,0,608620,3028310,1375493,5924000,5872700,60044310,16570727,1537091,23051514,0,16018061,NA,NA,18790739,0,0,618260,0,279502585,-946728,278555857,0,4963370,0,0,0,0,0,0,0,0,-1228,326134,0,9388414,0,158370,1085372,0,1343282,0,0,0,3271,5548,NA,NA,17272533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Florida,9,0,1994,NA,NA,NA,322073000000,14239444,22618.369088006526,54.78,2128000,0.14924954411558422,3,5354380912,NA,0,0,0,0,18479799,48249426,3467147,42086359,-89452751,0,0,8213639,0,114662775,0,100332871,43647375,178941392,999785137,86054731,125341793,26891328,0,543471577,0,0,902477,124575702,117480898,105878058,13940628,1038009377,289634454,3743338,336547523,3309118,441551167,NA,NA,469145871,0,30688609,0,45166287,5270746105,-75799627,5194946478,2438259,16956822,0,0,0,0,22208,4611871,9295306,0,0,0,0,109794004,0,2680318,5263862,20753,8070724,0,0,0,105640,174667,NA,NA,159434434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Georgia,10,0,1994,NA,NA,NA,184256000000,7157165,25744.27164945897,62.47,1012000,0.1401662049861496,3,3337207134,NA,0,0,27999,0,55540626,0,0,32723491,-50949614,0,0,25205546,3208707,61249935,0,41102859,3301172,361336157,807775295,4451058,115243174,14077958,0,38910,0,0,0,27146837,67944779,0,15655964,573933730,134791072,36441563,235184824,0,417571558,NA,NA,265041338,0,5808465,11674462,31544274,3297072139,-78027636,3219044503,1770540,15878810,0,0,0,0,0,0,1910953,0,0,0,-654663,91830484,0,43004,4035319,0,3314484,0,0,0,12104,21596,NA,NA,118162631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Hawaii,11,0,1994,NA,NA,NA,36256000000,1187536,30530.44286657415,50,97000,0.08770343580470162,3,473757135,NA,0,0,0,0,1200627,0,0,8786355,-5343846,0,0,3076311,5560384,17951717,0,2138028,388702,31218562,88861475,0,10931262,5783748,0,0,0,0,41863472,12109270,4845036,0,0,124407853,9564751,3039609,22364815,0,36950217,NA,NA,33072744,0,0,448444,1039600,460259136,-2766401,457492735,0,3597653,0,0,0,0,0,0,0,0,0,0,12060,12071525,0,0,29813,0,553349,0,0,0,0,0,NA,NA,16264400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Idaho,12,0,1994,NA,NA,NA,24817000000,1145140,21671.586006951115,70.92,137000,0.12038664323374342,3,333205173,NA,0,0,1240,0,4882412,0,0,7494968,-4210685,-651870,0,1597536,648597,6829417,0,1899178,163857,444246,58427521,21664840,19063387,5372710,0,111062,0,0,0,594741,4775196,0,0,72901820,13746458,7491660,13415627,13508538,30459723,NA,NA,28883663,0,308578,901775,2296850,313023045,-3825209,309197836,1081283,3899392,246924,0,0,1773,0,1735704,0,0,233796,350606,38884,13899510,0,627783,59727,321826,1510129,0,0,0,0,0,NA,NA,24007337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Illinois,13,0,1994,NA,NA,NA,343363000000,11912585,28823.550891766983,50,1464000,0.12398373983739837,3,5470038796,NA,0,0,7381,0,34147948,61847098,5839579,45729599,-83100542,0,0,51890683,12413799,134718404,0,10425159,13349735,307185487,1797272476,231108012,287054825,14250526,0,0,0,0,143438621,11357337,64257013,0,42220091,1125592213,177474423,26429027,169248545,0,283828753,NA,NA,354676776,0,7077468,11349775,8659691,5349749902,-201769115,5147980787,23590794,6803714,0,0,0,37911,11086,0,0,0,0,0,1525074,270569477,0,3792411,3150440,1758418,10818684,0,0,0,0,0,NA,NA,322058009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Indiana,14,0,1994,NA,NA,NA,141157000000,5793526,24364.60973852538,63.49,816000,0.13675213675213677,3,2523307540,NA,0,0,280,0,82096858,0,0,28975985,-40094024,0,0,3612892,3886162,8249015,0,25271622,0,25582602,386668418,207257203,97963291,34042196,0,0,0,0,83221674,6789623,23319242,255486253,17569064,580882012,101180627,24020075,143656986,0,154427476,NA,NA,232605958,0,3656,7547014,612765,2494834925,-31124101,2463710824,0,0,6140,0,0,0,0,3044287,0,0,0,1004656,41706,51230510,0,0,1340898,2437670,490849,0,0,0,0,0,NA,NA,59596716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Iowa,15,0,1994,NA,NA,NA,69150000000,2850746,24256.808568704473,63.33,302000,0.10728241563055062,3,1093812311,NA,0,0,3988,0,7459466,69354335,0,20529528,-17009655,0,0,1574014,0,9188651,0,17572436,1229870,6046837,200007006,85269280,80090671,2144510,0,1405101,0,0,0,4381187,19801326,0,22672323,238733373,48044238,6605177,59145885,1060,69354516,NA,NA,94207257,0,1136103,6152147,13715056,1068815686,-24534269,1044281417,759784,6403876,641528,0,0,0,628,0,2048111,0,0,404690,1449609,34543490,0,3136573,9140,0,96351,0,0,0,10109,27005,NA,NA,49530894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Kansas,16,0,1994,NA,NA,NA,61805000000,2580513,23950.664073383858,59.52,375000,0.1486915146708961,3,1015357018,NA,0,0,0,0,45532562,13759009,0,6805908,-12478235,0,0,2456834,1715839,65959681,0,7467745,1967346,9239885,156121868,39152443,68912641,3891982,0,163149,0,0,3391,536947,16988358,161239197,16048229,201740194,19168170,4013647,15207072,3798581,58317155,NA,NA,70214925,0,1977553,1982564,9093694,990998334,-16801585,974196749,0,10942473,0,0,0,0,0,0,0,0,0,1144458,60506,25031579,0,1532163,1901049,0,548041,0,0,0,0,0,NA,NA,41160269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Kentucky,17,0,1994,NA,NA,NA,86283000000,3849088,22416.47891656413,70.91,710000,0.18475149622690606,3,1890349563,NA,0,0,19022,0,64401835,556446,0,36714814,-41045741,0,0,4077932,28653950,43024535,0,66201902,9664931,67348650,317959976,22149347,49379249,7895087,0,35918,0,0,0,6911526,48232482,0,32979398,370460618,55975808,10906698,176921869,0,261749958,NA,NA,219051357,0,2613424,5152078,7699311,1875692380,-40672410,1835019970,238473,10777418,189561,0,0,0,0,0,0,0,1025441,16490,866419,36407045,23821,3928287,297505,585298,876539,0,0,0,34467,62829,NA,NA,55329593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Louisiana,18,0,1994,NA,NA,NA,101943000000,4347481,23448.75112737698,73.49,1117000,0.25672259250746954,3,4269708354,NA,0,0,1229,0,49997029,0,0,22929748,-51673728,0,0,33446119,4773445,29889288,0,29606894,89272,1485377265,737775804,152949140,146929532,56666616,0,0,0,0,0,16490363,52502944,2505986,94603548,513236818,178481451,0,160506777,0,251360784,NA,NA,272902520,0,0,2372502,18399340,4262120686,-67176775,4194943911,234100,10114910,0,0,0,0,0,0,0,0,0,0,96651,61038808,0,0,533895,1308552,1370587,0,0,0,20393,46547,NA,NA,74764443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Maine,19,0,1994,NA,NA,NA,26204000000,1242662,21086.989060581236,61.96,113000,0.09408825978351373,3,940481748,NA,0,0,3220,0,15833408,16408118,0,5289434,-13044519,0,0,0,3324918,40770726,0,11888052,0,139788410,122424128,36273101,18533402,3730734,0,0,0,0,11648100,24193,14711622,38996289,15372907,238085460,44503790,4971010,50821121,2586026,31372272,NA,NA,64877696,0,674435,0,13272388,933140441,-23634537,909505904,3547960,1212707,0,0,0,0,0,0,0,0,67010,0,178844,25099985,0,0,234750,0,610448,0,0,0,7976,16164,NA,NA,30975844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Maryland,20,0,1994,NA,NA,NA,132052000000,5023060,26289.154419815808,50,541000,0.10723488602576808,3,2362231086,NA,0,0,0,0,1439281,0,2815596,3152025,-20755813,-1355226,0,7762022,31076,101445806,0,52970935,50200,18278558,656786960,0,106768822,8698279,0,206373262,0,0,164549,19426437,28236803,111896241,7733738,420333521,33131301,1630128,156361608,20261870,199669037,NA,NA,127648531,0,40,2970793,39615,2273965995,-33575936,2240390059,11929709,358250,0,0,0,0,14412,0,0,0,-26739,3022293,2405512,93383021,0,3393157,913114,537865,5901408,0,0,0,3295,5730,NA,NA,121841027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Massachusetts,21,0,1994,NA,NA,NA,185335000000,6095241,30406.50894689808,50,585000,0.0974188176519567,3,4396760095,NA,0,0,0,0,77342939,0,0,43411459,-51738343,0,0,7960585,0,210636833,0,69822133,7186449,334026490,676687659,64935307,229199203,10387514,0,0,0,0,345109571,35875196,60873178,207980000,38145107,1174441933,287750562,5863751,167335702,91020200,170644660,NA,NA,248086193,0,0,3101232,107291910,4623377423,-345926284,4277451139,3070246,15267516,188678,0,0,60243,0,244500,0,0,216777,3001661,515339,87234578,0,3098142,416651,1137119,4732706,0,0,0,40417,84383,NA,NA,119308956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Michigan,23,0,1994,NA,NA,NA,246064000000,9597737,25637.710222732712,56.37,1347000,0.14150646076268517,3,5232007991,NA,0,0,67700,0,297501448,21553919,3351661,38325029,-59461569,0,0,6883210,16791229,93846433,10481650,27763560,9413119,613418645,869667921,0,188798012,14019096,0,1504627,0,0,400427929,10211517,53691300,2000000,142381533,954121703,57993033,8256132,362161861,162635240,265477831,NA,NA,300755433,0,1942108,4296265,122456967,5002734542,-28138735,4974595807,37906572,1753883,142842,0,0,379011,0,1915528,0,0,308927,2962,1681918,202867933,1022245,3132861,2710756,0,3586746,0,0,0,0,0,NA,NA,257412184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
