statename,statecode,territory,year,mdcdenroll,hmoenroll,percenthmo,gdp,respop,gdpcapita,fmap,numpoor,povrate,payshare,totmdcd,totschip,m_pov120134,m_pov135175,m_abortions,m_allcareeld,m_clinicserv,m_coinsurance,m_community,m_dental,m_drugrebnatl,m_drugrebstate,m_emergency,m_epsdt,m_fedhealthcenter,m_homecommun,m_homecommuneld,m_homehealthserv,m_hospice,m_inpatientdsh,m_inpatientreg,m_interprivate,m_interpublic,m_labrad,m_mdcdcoin,m_mdcdgroup,m_mdcdmco,m_mdcdphp,m_mdcdother,m_mdcrparta,m_mdcrpartb,m_mentaldsh,m_mentalreg,m_nursfacserv,m_otherserv,m_otherprac,m_outpatienthosp,m_personalserv,m_physserv,m_prepaidamb,m_prepaidinp,m_rx,m_primcasemgmt,m_rural,m_steril,m_targetcasemgmt,mb_balance,mc_collections,mt_totnetexp,a_appmmisin,a_appmmisprive,a_dur,a_enrollbrok,a_extrev,a_famplan,a_immigstat,a_mechsysin,a_mechsyspriv,a_mmisdrug,a_mmisin,a_mmispriv,a_nursetrain,a_otherfnclpart,a_outstndelig,a_peerrevorg,a_preadmscreen,a_resrev,a_skilledprof,a_tanfbase,a_tanfsec75,a_tanfsec90,a_tplaor,a_tplrecov,ab_balance,ac_collections,at_totnetexp,c_abortions,c_casemgmt,c_clinicserv,c_dental,c_drugrebnatl,c_drugrebstate,c_famplan,c_homecommun,c_homehealth,c_hospice,c_inpatientdsh,c_inpatientreg,c_mentaldsh,c_mentalreg,c_labrad,c_mepequip,c_medtrans,c_mdcrpay,c_nurscareservices,c_otherprac,c_otherserv,c_outpatienthosp,c_outpatientmental,c_physsurg,c_premover150csoff,c_premover150grosspd,c_premupto150csoff,c_premupto150grosspd,c_rx,c_screenserv,c_therapyserv,c_visionserv,cb_balance,cc_collections,ct_totnetexp,s_abortions,s_admin,s_casemgmt,s_clinicserv,s_dental,s_famplan,s_homecommun,s_homehealth,s_hospice,s_inpatient,s_mental,s_labrad,s_mepequip,s_medtrans,s_nurscareservices,s_otherprac,s_otherserv,s_outpatienthosp,s_outpatientmental,s_outreach,s_physsurg,s_premover150csoff,s_premover150grosspd,s_premupto150csoff,s_premupto150grosspd,s_rx,s_reserved,s_screenserv,s_therapyserv,s_visionserv,sb_balance,sc_collections,st_totnetexp,t_pov120134,t_pov135175,t_abortions,t_allcareeld,t_clinicserv,t_coinsurance,t_community,t_dental,t_drugrebnatl,t_drugrebstate,t_emergency,t_epsdt,t_fedhealthcenter,t_homecommun,t_homecommuneld,t_homehealthserv,t_hospice,t_inpatientdsh,t_inpatientreg,t_interprivate,t_interpublic,t_labrad,t_mdcdcoin,t_mdcdgroup,t_mdcdmco,t_mdcdphp,t_mdcdother,t_mdcrparta,t_mdcrpartb,t_mentaldsh,t_mentalreg,t_nursfacserv,t_otherserv,t_otherprac,t_outpatienthosp,t_personalserv,t_physserv,t_prepaidamb,t_prepaidinp,t_rx,t_primcasemgmt,t_rural,t_steril,t_targetcasemgmt,tt_totnetexp,_merge
Oregon,38,0,2001,412983,360926,0.873948806609473,110916000000,3474183,31925.779384678353,60,408000,0.118398142774231,3,2877746620,20545897,98062,0,0,0,29664969,0,0,604788,-34991037,0,0,1622953,28757089,485981735,0,724721,860699,13251387,138628151,0,12935136,0,0,7155322,765881927,0,2651295,150280,30784439,17242348,39812494,542756584,114443325,2005980,49365314,28898695,82213239,NA,NA,228670426,0,57682,0,90749282,2680977285,-22618894,2658358391,33680704,0,118366,0,0,977915,0,0,0,0,6678658,0,927271,160426674,0,780769,2121669,0,9776203,0,3900000,0,0,0,219388229,0,219388229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290883,546277,23478,27589,134857,0,2281,0,1030641,256874,0,84593,41382,0,1741,137772,899989,0,0,2226974,0,0,0,13681605,1019165,0,90283,0,74183,20570567,-24670,20545897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Pennsylvania,39,0,2001,1369181,1037374,0.7576602363018476,406713000000,12295929,33077.04525619821,53.62,1158000,0.0958054107719037,3,11386112560,134241636,8222810,199330,0,0,16907956,1715810,0,26965613,-129265110,0,0,235944078,17227358,879038944,0,64727300,2572638,361288241,431727426,230827983,263155098,3041555,0,32924543,2961727506,0,0,62064845,127168243,399730333,151974393,3684017676,121532240,4706435,137784840,0,107376371,NA,NA,692665382,0,12551606,6972373,66115962,10983609778,-75266632,10908343146,40165283,20254865,2008988,6029938,704019,0,36805,0,0,0,841167,2796790,401313,383289832,0,93786,2854398,28355,14445027,3523858,46,45700,78609,170635,477769414,0,477769414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5659860,0,0,127581057,0,0,0,0,0,0,0,134241636,0,134241636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Rhode Island,40,0,2001,163024,111624,0.684708999901855,35149000000,1058510,33206.11047604652,53.79,100000,0.09587727708533078,3,1255255995,27115190,11461,0,0,0,0,0,0,10740708,-21467002,0,0,0,2615297,164764152,0,3365165,844102,79481412,154500836,3888429,3083326,464311,0,0,149380413,0,0,1749830,12332307,1576714,18928290,246493001,219479961,1163220,26775061,0,10937543,NA,NA,102708476,0,13659,0,1971847,1195802519,-7921700,1187880819,0,11232438,0,0,0,139829,0,0,67997,0,0,719007,0,51031769,0,1438995,0,0,1746180,998961,0,0,0,0,67375176,0,67375176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15246059,0,0,0,0,15246059,0,15246059,0,241585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11627546,0,0,0,0,0,11869131,0,11869131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
South Carolina,41,0,2001,644346,41716,0.06474161397758348,117296000000,4060728,28885.460932128426,70.44,603000,0.1509386733416771,3,3120234851,61187513,2167715,11134,108127,0,212121570,0,0,66195510,-95438155,0,0,9648557,14540263,223962535,0,20278673,3056961,320695867,524137794,31591817,137514671,19324523,0,0,23410873,0,508255,5689409,63669702,51251895,34019376,373646620,157617867,10422298,80030496,1743521,225602282,NA,NA,438897100,0,16060018,4796686,117294780,3094578740,-75191512,3019387228,7537536,7041471,62449,0,0,235848,0,1400085,0,186415,2455,632086,1268449,61111602,4344556,894251,433965,0,6022418,2196813,13500,7388283,21656,53785,100847623,0,100847623,6060,1123235,6646807,9906088,0,0,0,110906,117552,0,0,7267506,0,2273871,864679,588443,208814,-241,2208,826573,1584411,3886241,864945,8417167,0,0,0,781747,8938658,330396,95422,227274,55068762,0,55068762,0,6118751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6118751,0,6118751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
South Dakota,42,0,2001,81784,79641,0.9737968306759268,23910000000,758106,31539.125135535138,68.31,62000,0.08412483039348712,3,477246104,6720328,222019,3563,0,0,27785503,0,0,0,-9405933,0,0,501499,1035623,59128515,0,2754367,54760,323304,66129998,1605099,16730656,2790306,0,132737,0,5240653,0,2612891,7864429,751298,3290986,155212613,21355296,2315267,18837337,909148,27738884,NA,NA,51748770,1160825,1915424,432898,0,471178735,-6723266,464455469,1556756,220000,90564,0,0,0,0,0,0,45328,6874,0,24010,8162750,0,173630,0,313667,413082,74195,1708753,0,616,410,12790635,0,12790635,0,118938,515370,0,-136323,0,0,0,19822,0,0,988244,0,0,88920,2676,43736,0,0,541215,90210,615868,0,1017116,0,0,0,491374,817324,24120,0,48925,5287535,-8505,5279030,0,418014,0,147978,0,4277,0,3995,0,182992,0,18542,4164,7246,0,71463,13599,139230,0,47825,206878,0,0,0,0,159977,0,6672,0,8446,1441298,0,1441298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Tennessee,43,0,2001,1426622,1426622,1,180582000000,5746477,31424.819067404256,63.79,802000,0.14144620811287478,3,5666154206,19341379,-17383,17383,0,4927378,5929040,0,0,1299564,-102644077,0,0,5101752,7611811,207918067,0,48961,0,0,455024884,84788651,140625198,2508205,0,0,2874835402,0,0,22878800,111655755,0,1770642,781128482,19019346,5821353,15943430,0,23992461,NA,NA,681454847,0,417372,0,158347361,5510404685,-9092532,5501312153,7042213,16123016,0,0,1055280,0,0,47955,0,0,0,0,630474,136800104,1065724,1010199,969973,811461,-731353,0,0,0,2606,14401,164842053,0,164842053,0,1074604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16986957,0,0,0,0,18061561,0,18061561,0,1279818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279818,0,1279818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Texas,44,0,2001,1821570,753613,0.41371618988015835,762247000000,21357926,35689.186300205365,60.57,3129000,0.14878744650499287,3,12240275240,364665345,5752566,94733,2343,0,0,0,0,134850383,-268557241,0,173072108,41606090,23267444,693076779,161639200,0,74778938,1111393433,0,333983495,428549513,0,0,0,1428292908,4877365,2787021831,163685840,218236935,234740519,51779033,1604116766,533406000,0,0,267397243,0,NA,NA,1325987804,7137033,0,8641923,179162987,11727993971,-144314413,11583679558,37218176,100679671,0,23879267,0,743117,457037,0,0,105,6544129,0,836401,493623235,3476145,7052671,13019,0,17870677,43094,0,0,14408,17049,692468201,-35872519,656595682,0,152788,0,1620593,0,0,0,0,0,0,0,0,0,183460,0,0,0,0,0,0,1383324,0,0,0,0,0,0,14707408,2707535,123953,80994,0,20960055,0,20960055,0,35355185,0,0,0,0,0,0,0,35700,0,0,0,0,0,0,245209,0,0,11120415,0,-7860309,86964442,-3547929,221393293,0,0,0,0,0,343706006,-716,343705290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Utah,45,0,2001,138616,128898,0.929892653084781,70109000000,2288374,30637.037477265516,71.44,238000,0.10544971200708905,3,905205923,28195260,0,2363,0,0,107438239,6680227,0,14161269,-21949963,0,0,2201685,4077218,89940153,0,3365427,0,542560,99898838,21728468,32501684,530571,0,0,163437950,0,0,396890,8698089,181503,11202880,92291160,19922416,2682490,23891149,811884,23042200,NA,NA,117170006,0,560472,279384,18925355,844612567,-10892452,833720115,8556535,6108120,0,0,0,0,0,0,0,10224,6390140,0,161464,37695619,9926150,0,0,0,2492348,145208,0,0,0,0,71485808,0,71485808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9220034,0,16634909,0,0,0,0,0,28195260,0,28195260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Vermont,46,0,2001,128594,78181,0.6079677123349456,18828000000,612882,30720.432318129755,62.4,59000,0.09752066115702479,3,647676351,3175394,0,0,0,0,3590947,0,0,13743485,-22045277,0,0,0,2050038,93869435,0,6463610,258435,26500000,36502225,1628446,0,1217757,0,286617,43333045,0,0,526112,8587483,0,309865,84120359,84700785,9137231,38178256,4516685,41304610,NA,NA,104250880,4104895,4568085,550379,12274339,604528727,-3061634,601467093,513087,7264253,0,0,0,0,0,0,888644,0,0,552215,69670,28856921,0,443021,0,47236,5581756,1322117,0,678678,858,0,46218456,-9198,46209258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212561,121266,90483,440719,0,18009,11598,0,189224,0,7029,16562,8329,0,42172,155781,319438,756660,37974,640229,-3056,22900,0,0,427261,0,0,4246,16603,3535988,-360594,3175394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Virginia,47,0,2001,475714,291767,0.6133243923870224,276762000000,7192701,38478.173915473475,51.85,564000,0.07966101694915254,3,3201548208,43630115,0,7129,0,0,33125724,0,0,14364558,-79484868,0,2290220,7492524,2027622,287905543,0,5008383,6275891,234649695,410343884,19282788,188794951,12293796,0,2312092,390180954,0,0,13582887,72263650,1752745,162522384,528563958,98483006,13347850,109972333,846,125763134,NA,NA,417689526,4430787,7954612,-10461441,19285746,3102022909,-65176522,3036846387,2995515,10919138,0,1456511,0,0,0,0,0,0,196579,12474362,1286944,130028337,1023238,163522,2144629,88631,1924415,0,0,0,0,0,164701821,0,164701821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277480,222132,687477,2687430,22230,17338,40683,0,4983347,0,385620,211702,135625,76456,304347,0,3096571,1524039,1694608,5403848,0,3878401,0,7874329,5454100,0,600006,755842,315044,43648655,-18540,43630115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Washington,48,0,2001,766366,766366,1,225765000000,5995397,37656.388726217796,50.7,634000,0.1070945945945946,3,4769737694,8447279,0,7923,0,0,293991542,0,0,86698506,-91250830,0,0,5367084,0,516541455,0,13088932,9042146,212513020,419387278,4670922,122444572,7709899,0,0,702555430,0,9055133,17315385,56127583,115310820,60192150,617003875,104555604,119937629,144660047,152855919,184819813,NA,NA,458332414,0,3197365,1028178,43980818,4391140612,-85416365,4305724247,21204541,0,0,0,0,3642519,0,0,0,0,0,1447130,2164122,414665406,516786,1169703,22096,547926,18629495,0,0,-3,-1827,6867,464014761,-1314,464013447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46027,3775,785478,465753,2164,38,8005,0,391226,63519,12349,24163,102922,0,72018,22052,255192,2965,2716286,547158,-370860,2859233,0,0,336830,0,62454,0,38532,8447279,0,8447279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
West Virginia,49,0,2001,264087,122230,0.46283989745803467,43365000000,1801411,24072.7962691468,75.34,291000,0.16449971735443752,3,1617888766,26827504,0,0,0,0,18104799,0,0,25646565,-52402218,0,0,4219955,14883567,147133793,0,19739722,1617813,78733147,161046120,47763206,0,6195832,0,2944,60376425,0,0,11535163,29255148,23300694,21672126,285511091,127025232,13525386,74470961,24135413,135709875,NA,NA,259638952,0,9987966,688641,11383621,1560901939,-12503122,1548398817,2491235,5215384,241264,1195301,0,0,0,0,0,0,0,880121,415376,51661421,1610450,1698602,79152,0,3035316,920192,0,0,10848,35287,69489949,0,69489949,0,0,92,13039,0,0,0,0,1219,0,0,22217,0,0,991,0,0,0,0,3590,70756,23999,0,56938,0,0,0,0,15896,9347,0,0,218084,0,218084,0,2530174,0,0,2998828,0,0,0,0,2386126,561700,0,282329,202462,0,35913,0,6918652,983483,247797,4751759,0,0,0,0,4063227,0,0,142621,759642,26864713,-255293,26609420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Wisconsin,50,0,2001,514658,266577,0.5179692145074982,181936000000,5404733,33662.34742770827,59.29,423000,0.07946646627841443,3,4178643338,77751531,518622,3268,0,0,70815428,78669495,0,16435407,-79707379,153172,0,2672838,13343344,513196987,0,55027538,7654630,8513435,250412081,93548347,113213517,19982172,0,21078,424898982,76840493,0,14176254,44002596,3341469,41824394,1449774244,156963755,64808248,56319323,107377783,25163656,NA,NA,382272975,18327,2559852,604829,24013839,4039434999,-63292085,3976142914,1855726,23784661,0,0,0,0,0,12058151,22433337,0,1404,1127747,1181013,130206153,0,1029725,1726158,0,2918403,182491,0,3978694,3523,13238,202500424,0,202500424,0,185457,1333633,1642882,-291724,0,0,0,6936,16,0,1979922,0,368751,308649,46454,108410,1443,5823,469312,1170299,946403,71068,431227,-924255,5037274,0,23707323,1210944,72356,36188,75852,38000643,-23265,37977378,0,4929112,20569,1248398,960065,53372,19689,52536,11283,2850154,0,635872,106437,68760,3083,300879,620485,1307072,55712,0,565231,-993842,5271887,0,17559240,4330727,0,748,23137,74536,40075142,-300989,39774153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Wyoming,51,0,2001,39657,0,0,18941000000,494067,38336.90572331283,64.6,42000,0.08624229979466119,3,264187162,3936548,0,0,834,0,9358079,35262,0,3681863,-5809366,0,0,683036,774322,53789565,0,4800572,335223,240932,33403415,0,14856367,2987071,0,0,0,0,24212,832067,3914622,0,14911646,39315774,2916008,1233928,10896333,0,20595744,NA,NA,31435835,0,488584,270563,401153,246373644,-2964717,243408927,-435047,6214519,68061,0,0,0,0,0,0,0,4436,3210655,0,6112699,3589421,702271,533941,0,575583,193522,0,0,2398,5776,20778235,0,20778235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390284,0,230580,610307,0,2268,32978,0,448842,125266,105018,0,0,0,185673,238930,331036,0,0,618058,0,0,0,0,608783,0,8525,0,0,3936548,0,3936548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
District of Columbia,52,2,2001,123745,79673,0.6438482362923754,63730000000,577357,110382.31111773131,70,101000,0.18231046931407943,3,1019107672,6679004,0,0,0,0,102814946,0,0,302708,-10446499,0,0,19525,0,3020642,0,13892796,0,78535358,220199385,77767975,0,2822498,0,0,169042371,0,0,3730371,12621191,3845809,29433042,158747259,30297368,838112,25764281,9457,11370953,NA,NA,63504500,0,0,423922,0,998557970,-18616865,979941105,266756,6743466,0,0,0,0,0,0,0,0,0,0,0,32073941,0,996944,0,0,442370,822312,0,-2193723,4280,10221,39166567,0,39166567,0,0,0,1274,0,0,0,0,1370,0,0,1014222,0,0,0,2090,118906,0,0,0,0,582757,0,282535,0,0,0,3767687,47239,0,0,2729,5820809,0,5820809,0,69762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788433,0,0,0,0,0,0,0,0,0,0,858195,0,858195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Alabama,1,0,2000,542816,325059,0.5988382803749337,114576000000,4452375,25733.681462140994,69.57,583000,0.13322669104204754,3,2768488186,40594082,0,38930,180,0,63534589,0,0,10858270,-60984826,0,0,21956077,18930215,146195789,0,40186214,12405302,353173872,324258118,1053961,62872677,34762061,0,241340,-43768618,241020967,432976,10563435,74248716,3301620,34107370,664546573,48053598,9615191,66956851,0,98303772,NA,NA,333069288,106232043,5961695,2340020,34679156,2719147422,-22771671,2696375751,6499930,8178877,0,0,0,1121963,0,4265878,6321796,0,1411861,5712455,1361696,13227247,5247423,1661745,325068,0,3251362,5000000,8615802,-50744,0,0,72152359,-39924,72112435,0,1772398,474970,591592,0,0,0,3100,8287,0,0,140241,0,408612,532825,38995,66838,0,0,573409,356524,712007,0,1059485,0,0,0,-89,1441848,101667,1964,145100,8429773,0,8429773,0,1722580,0,2042,4405093,0,4380,3098,3758,3770631,283709,2536040,670069,79490,0,215223,2926233,3797003,295833,217136,7510084,-87694,0,0,0,3858914,0,0,292025,1233,32506880,-342571,32164309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Alaska,2,0,2000,81391,0,0,27034000000,627533,43079.80616158831,59.8,47000,0.07580645161290323,3,526455985,25171912,0,0,3969,0,67125684,0,0,8633712,-8594014,0,0,3824615,3473767,53966250,2350000,675573,49886,0,108659090,0,0,973357,0,0,0,0,10192,2689517,4918179,12376109,7928569,53114244,25968145,3464873,31479209,6347355,40344394,NA,NA,44910326,0,710171,6686143,0,482089315,-808017,481281298,1869847,10957949,0,0,0,0,0,547503,276704,0,80895,39202,0,26829442,0,1607908,231651,0,2493603,1230,0,238753,0,0,45174687,0,45174687,0,0,228177,3235144,0,0,0,28238,1228,0,0,1938698,0,5523264,27906,124334,1465096,0,0,50471,302402,1326008,3225025,3220321,0,0,0,0,1310713,0,217308,488663,22712996,0,22712996,0,1509125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949791,0,0,0,0,0,0,0,0,0,0,2458916,0,2458916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Arizona,3,0,2000,478776,442254,0.9237179808511705,158533000000,5166693,30683.650063977093,65.92,607000,0.11715884964292608,3,2372047846,38620264,621506,15339,0,0,22514659,2882532,0,2889865,0,0,60290981,1751442,796302,0,0,774844,1207,99044300,72358718,0,0,1366665,0,0,1801195953,0,0,2080504,31575356,23831900,38983,15496788,41875997,782778,31996067,1785474,10213326,NA,NA,1627485,0,0,72317,0,2227881288,-2836729,2225044559,10994447,2038067,0,0,0,0,27415,2189389,565524,0,62183,236952,232687,116479948,0,1072751,4986151,297058,6025394,1679599,0,0,33629,82093,147003287,0,147003287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3862026,0,4314,143685,17700,0,879,0,312532,0,16100,18319,101869,6884,4004,99753,100179,-85,0,94767,-534803,6522588,0,27708102,109794,0,23270,92,8295,38620264,0,38620264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Arkansas,4,0,2000,389229,222261,0.5710288801707992,66801000000,2678610,24938.680882995286,72.85,436000,0.16452830188679246,3,1675049958,1879824,0,0,0,0,128259250,0,0,15793833,-40814931,0,0,5315656,3154836,73222814,0,22551303,2995057,2256113,212311055,15936368,105303237,11887607,0,0,0,0,407,11677566,41246014,489254,41145990,303567149,136282688,20004998,47326165,61005862,145669072,NA,NA,206168873,957954,5343504,3257430,17048955,1599364079,-19694041,1579670038,384114,17992916,240051,0,0,0,0,0,0,0,0,0,1439596,56800362,1062456,6663793,301441,95514,8613887,980552,311193,440954,15946,37145,95379920,0,95379920,0,99417,142059,112175,0,0,0,0,2182,0,0,267451,0,468686,32560,0,0,0,0,25999,54162,75895,0,251103,0,0,0,0,157764,2390,0,0,1691843,0,1691843,0,187981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187981,0,187981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
California,5,0,2000,5036768,2525406,0.5013941479933164,1287145000000,34008499,37847.7450592571,51.67,4294000,0.126707781285963,3,22695672499,283028467,9692,357,0,0,529814304,-387973,0,651263137,-381785047,-219110664,556579746,27425274,336404989,575326379,0,128556097,37238897,1933875430,3549294593,269180578,269481991,136009640,0,2184179,3400551917,0,0,424101965,393988239,0,1106451861,2300739255,451800693,94216908,374942673,1148819617,626180492,NA,NA,2472137448,91416948,-77342513,0,177604026,21386971128,-236379887,21150591241,50698725,110761326,0,0,0,0,4407252,855228,16684055,0,7584754,2825702,0,1132404293,0,0,0,0,104390643,0,96767365,18243384,-165088,-376381,1545081258,0,1545081258,0,0,963241,1610049,0,0,0,0,249176,0,0,4284497,0,206746,188621,0,72900,0,0,176036,2036188,795890,0,1595602,0,0,0,0,1472392,35814,0,0,13687152,0,13687152,0,25616483,0,177415,213576,0,4992,5436,0,3130600,0,7543,0,2077,0,11985,71652,316441,1575780,2686364,1589949,-11174796,157135472,-6492994,92585034,675686,0,1199701,0,2919,269341315,0,269341315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
